index,review_title,rating
5940,One of the best experiences I've had in decades of traveling.,10
5941,Exceptional,10
5942,Beatiful boutique style B&B with excellent value for money.,10
5943,Short stay,6
5944,Pleasant,6.7
5945,Gorgeous beach view,9.2
5946,A welcoming place to stay located just opposite Gent-Sint -Pieter railway station.,9
5947,Fabulous,8.8
5948,Excellent location,8
5949,"comfortable, relaxed",8.3
5950,Very good,8
5951,"We had a very nice stay, thank you.",7.5
5952,Superb,9
5953,Good,7.5
5954,Superb,9.2
5955,To be repeated!,9.6
5956,Very good,8
5957,Wonderful location but not suitable for high maintenance travelers,6
5958,Exceptional,10
5959,Very good,8.3
5960,Passable,5.4
5961,Exceptional,9.6
5962,Superb,9
5963,Very good,8
5964,Pleasant,6.7
5965,Great apartment and location for our needs,8.8
5966,Exceptional,10
5967,good,8.8
5968,Superb,9.2
5969,Good,7.5
5970,Very good,8
5971,Very good,8
5972,Staff very accommodating,
5973,Excellent,9.2
5974,Exceptional,9.6
5975,Superb,9.2
5976,Superb,9.2
5977,"Great Location, good breakfast too",9.2
5978,Only location is great,5.4
5979,Nice room in a really nice house and close to the city,9
5980,Great location,8
5981,Superb,9.2
5982,"Very good staff, easy location to town, affordable price.",7.9
5983,Very good,8.5
5984,Exceptional,10
5985,Superb,9.2
5986,Good Hotel in the centre of Brussels,7.5
5987,Hostel too close to Grote Markt,9.2
5988,Near there is a store.,
5989,Good view.,
5990,Hostel has a Cofee & bar at first floor,
5991,Enjoyable and convenient,10
5992,Good,7.5
5993,A sophisticated apartment in a great location.,9.6
5994,One night in Brugge,7.5
5995,A Good base to explore Ypres,9.6
5996,Exceptional,10
5997,Good,7.5
5998,Exceptional,10
5999,Good value for money.,9
6000,Exceptional,9.6
6001,Highly recommended for a budget stay. Location is in the centre and the night night bar wonderful.,9.2
6002,Superb,9
6003,Pleasant,6.7
6004,Exceptional,10
6005,Nice location but a little overpriced,7.1
6006,A cozy base from which to explore the region.,8
6007,Good location for Bruges,7.5
6008,Go for it - a perfect hotel and location.,10
6009,Exceptional,9.6
6010,Exceptional,9.6
6011,Good,7.9
6012,Excellent stay. Would stay here again and would thoroughly recommend to others.,9.6
6013,Very good,8.3
6014,"Unfriendly staff, not punctual on the reception desk",5.4
6015,Short but sweet,9
6016,Good basic hotel local to where we visited for 6day at Citadel.,7
6017,Excellent apartment for its location and comfort,9.2
6018,Exceptional,10
6019,Exceptional,10
6020,Perfect hotel for a city trip to Brugge,8.3
6021,Exceptional,10
6022,Fabulous,8.8
6023,Good,7.5
6024,Superb,9.2
6025,Good,7.5
6026,Very good,8.3
6027,Passable,5.4
6028,Exceptional,10
6029,Good hotel just across Gant train station.,9.2
6030,Beautiful City. Great Location. Great Apartment,10
6031,Camille is amazingly friendly and helpful,
6032,Owen,
6033,Superb,9
6034,Very good,8
6035,Very good,8
6036,Very  nice,7
6037,Exceptional,10
6038,Exceptional,9.6
6039,Exceptional,10
6040,Superb,9.2
6041,Exceptional,10
6042,Affordable basic hostel with fantastic location,9.2
6043,Location. Location. Location.,9.6
6044,Very good experience,9.2
6045,nice,9.2
6046,Pleasant,6.7
6047,Exceptional,10
6048,Exceptional,10
6049,Exceptional,9.6
6050,Superb,9
6051,Good place especially for Family,8
6052,Brilliant Property and host,10
6053,Relaxing in a perfect location with lovely staff.,9.6
6054,"My son and I both said that we would stay there again, but weren't impressed by the staff.",8.8
6055,Very good,8.3
6056,Very convenient and nice hotel,10
6057,"Nice, friendly hostel in a beautiful place",9
6058,Fabulous,8.8
6059,Would stay there again,9.5
6060,Exceptional,10
6061,Nice place for a citytrip,9.6
6062,Good,7
6063,Exceptional,10
6064,Exceptional,10
6065,Exceptional,9.6
6066,We enjoyed staying in the centre of Brussels but the apartment needs better maintenance.,7
6067,A great apartment,9
6068,Good,7
6069,Exceptional,10
6070,"Great location, great hotel. highly recommend",10
6071,Fabulous,8.8
6072,Exceptional,10
6073,Exceptional,10
6074,Exceptional,9.6
6075,Fabulous,8.8
6076,Superb,9.2
6077,Superb,9.2
6078,Very good hotel with happy staff.,8
6079,We had a short one night stay in the smaller apartment but it was exactly what we needed. 5 stars.,8.8
6080,Exceptional,10
6081,Great place.,8
6082,Superb,9
6083,Exceptional,10
6084,Very good,8.3
6085,Exceptional,10
6086,Good,7.5
6087,Exceptional,10
6088,Just amazing!,9.6
6089,Very good,8.3
6090,Superb,9.2
6091,Exceptional,10
6092,Convenient B&B,10
6093,Great location,8.8
6094,Good,7.5
6095,Superb,9.2
6096,Exceptional,9.6
6097,Good,7.9
6098,Exceptional,9.6
6099,"Beautiful boutique hotel, much better than the big brands.",8.8
6100,Exceptional,9.6
6101,Good,7.9
6102,good,10
6103,Superb,9.2
6104,Toplocatie in Brussel!,8.3
6105,Superb,9.2
6106,Exceptional,10
6107,A pleasant expeience.,8.8
6108,"Good value for money place to stay, especially for a short stay.",8.8
6109,Mixed feelings.,5
6110,Exceptional,10
6111,Exceptional,9.6
6112,"Comfortable apartment, excellent location, better bathroom lighting and a washing machine needed",7
6113,Fabulous,8.8
6114,Exceptional,10
6115,Great,10
6116,Good,7.1
6117,A relaxing place with great spacy rooms,9.6
6118,highly recommended,9.2
6119,Good location and clean facilities,8.8
6120,"Nice, clean and quiet hotel in excellent location!",9.6
6121,Superb,9.2
6122,Nice B&B but far from the centre of Namur.,5.4
6123,Fabulous,8.8
6124,nice location. bad hosting.,4.2
6125,Wonderful place run by wonderful people,10
6126,Definitely stay again.,9.6
6127,"Great location, clean and comfortable.",9
6128,Everything is great during the stay.,10
6129,Good,7.9
6130,Amazing will definately stay again,10
6131,Very good,8.3
6132,Nice stay,8.3
6133,Nice stay,9.6
6134,Good location for a short stay or to discover the city,7.5
6135,Very good,8.3
6136,"Amazing time, thoroughly enjoyed our stay will definitely be back!",9.6
6137,Superb,9
6138,Fabulous,8.8
6139,Passable,5
6140,Exceptional,10
6141,Fabulous,8.8
6142,Good,7
6143,Outstanding,10
6144,Fantastic family trip,8.3
6145,Definitely returning to this hotel- for a third time!,10
6146,Excellent hotel!,10
6147,Very friendly staff who helped us to get a room at another Marriott hotel when we stayed another day,9.6
6148,Would stay again,9.6
6149,Fabulous,8.8
6150,Good,7.5
6151,Bedbug alarm!,2.5
6152,Exceptional,10
6153,Fabulous,8.8
6154,"nice building and appartement, but 780 eu is very high for 4 nights , 2 adults , 2 little children",7.1
6155,Excellent place to stay when visiting relatives,8.8
6156,very good accommodation and a proper smart -flat,9.2
6157,Exceptional,10
6158,Anne,10
6159,Exceptional,10
6160,Fabulous,8.8
6161,Exceptional,10
6162,Fabulous,8.8
6163,Fabulous,8.8
6164,Nice place to stay,9.2
6165,Beautiful place. Lots to do. Felt very safe in the area. People all friendly and willing to help,10
6166,Superb,9
6167,Superb,9.2
6168,Disappointing,4.5
6169,Fabulous,8.8
6170,Nice place for a short stay. The staff are amazing.,9.2
6171,Fabulous,8.8
6172,Exceptional,9.6
6173,Great staff central location will definitely come again,9.6
6174,Fabulous,8.8
6175,Exceptional,9.6
6176,"Great location (so close to the centre), with friendly staff and a fantastic breakfast",9.2
6177,Superb,9.2
6178,Exceptional,9.6
6179,Exceptional,10
6180,Exceptional,10
6181,Good,7.9
6182,Great location,7.9
6183,During lock down,10
6184,Good,7.9
6185,Convenient,8
6186,lovely hotel with cool interiors,8.8
6187,Exceptional,9.6
6188,Exceptional,10
6189,Exceptional,10
6190,Great modern hostel!,10
6191,I would definitely come back and recommend it to others.,9.6
6192,Good,7.1
6193,It rocks!,9.6
6194,Fabulous,8.8
6195,Amazing location,9.2
6196,Exceptional,10
6197,Pleasant,6.7
6198,Good,7.1
6199,Exceptional,10
6200,Fabulous,8.8
6201,Very good,8.3
6202,Exceptional,9.6
6203,Would strongly suggest,10
6204,"Very good hostel,has big place",9.6
6205,Very good,8.3
6206,Exceptional,9.6
6207,Disappointing,4.6
6208,Passable,5
6209,Fabulous,8.8
6210,Exceptional,10
6211,Passable,5
6212,Great if you can endure a very firm bed,8.3
6213,Great apartment in Brussels!,9
6214,Comfortable and modern room and fantastic staff.,9.2
6215,Good,7.5
6216,"Freindly welcome, well situated. Modern and clean",7.9
6217,Very good,8
6218,Exceptional,9.6
6219,Exceptional,9.6
6220,Exceptional,9.6
6221,Exceptional,9.6
6222,The owner was very kind and helpful.,10
6223,Perfect location for public transport both across Belgium and into Gent's beautiful city centre.,9.2
6224,Fabulous,8.8
6225,Disappointing,4.6
6226,Large apartment in the heart of the city,7.9
6227,Superb,9.2
6228,Disappointing,6
6229,The hotel was in a great location for the Menen Gate ceremony and for the restaurants.,9.2
6230,Superb,9
6231,Exceptional,9.6
6232,Nice hostel with good services and friendly staff,8.8
6233,excellence,8.3
6234,Location was perfect &very clean. Walking distance to train station.Would definitely stay here again,9.6
6235,Poor,3.3
6236,Very good,8.3
6237,Good,7.5
6238,Superb,9.2
6239,Exceptional,10
6240,"Great location, good value",7.5
6241,Perfect arrangement,9.6
6242,Nice location,7
6243,pleasant but expensive,8.8
6244,"Good! Friendly staff, clean",7.9
6245,Great experience! Will come back.,9.6
6246,delightful,9.2
6247,Fabulous,8.8
6248,Very good position,7.5
6249,Very poor,2.5
6250,Good,7.5
6251,Fabulous,8.8
6252,Good and basic.,8
6253,Pleasant,6
6254,"Great location, friendly staff, modern rooms and bathroom. Will stay here again.",9.6
6255,Superb,9.2
6256,Exceptional,10
6257,Exceptional,9.6
6258,Superb,9.2
6259,Fabulous,8.8
6260,Disappointing,4.6
6261,Disappointing,4
6262,Good,7.9
6263,Exceptional,10
6264,Poor,3
6265,Exceptional,9.6
6266,Exceptional,9.6
6267,Good,7.5
6268,Superb,9.2
6269,Two days in Brussels,9.2
6270,Very good,8.3
6271,Exceptional,10
6272,Good,7.9
6273,Weekend in Brussels,10
6274,It was nice but next time I would request a different room.,7
6275,Exceptional,9.6
6276,Exceptional,10
6277,Excellent. Can’t complain. For the price we paid👍👍👍,10
6278,Exceptional,10
6279,Good,7.9
6280,Superb,9
6281,Superb,9.2
6282,thank you !,10
6283,A decent hotel with friendly staff!,7
6284,A very nice stay.,9.6
6285,Exceptional,10
6286,Li,10
6287,Overall good hoStel!,7.9
6288,A very nice hotel,9.6
6289,Good,7
6290,Fabulous,8.8
6291,Very cozy place not far from city centre,10
6292,Basic facilities,6
6293,Good,7.9
6294,Loved the hotel!,9.6
6295,Would recommend this hostel in Bruges,7.9
6296,Good,7.9
6297,Yippers,8
6298,Very good,8.3
6299,Superb,9.2
6300,Excellent location.Staff very good,10
6301,Wonderful. Staff were friendly.,8.8
6302,Superb,9.2
6303,Good,7.5
6304,it was a cozy stay felt like homely.,8
6305,Exceptional,10
6306,Lovely hotel and clean and comfortable.,9.2
6307,Very good,8
6308,like the stay and will do it again,8.5
6309,Perfect!,8.8
6310,Very good,8
6311,We got there heaters weren’t working ...place doesn’t look like it is in the pictures....staff are just worse,1
6312,Amazing place!,10
6313,Good value,10
6314,"Enjoyed location, river view,  garden bbq, stylish apartments.",7.5
6315,Disappointing,4
6316,Great hotel in a lovely location,9.6
6317,Exceptional,10
6318,It's a lovely little place that I will go back to if I have reason to.,9.6
6319,Way above our expectations! Big reccoment!,9.6
6320,Better than the pictures,9
6321,Nice and relaxing Hotel,8.8
6322,Very good,8.3
6323,"Too noisy, insufficient service, good location",5
6324,Great location. Room recently refurbished and clean. Good for short stay.  Friendly host.,6
6325,Very good,8
6326,"Spotlessly clean rooms, beautiful quiet location",8.8
6327,Good,7.5
6328,Exceptional,10
6329,Wonderful short stay for us in a quiet area in the middle of the forest.,8.8
6330,Superb,9.2
6331,Decent room but lack in facilities. A LOT OF MOSQUITOES,5
6332,"Location is great, ideal for a short stay 👍",8.3
6333,Home from home in Bruge with added luxury,9
6334,Wonderful stay in a quaint little town,7
6335,Nice place to stay in Dinant,7.9
6336,Stay was nice,7.9
6337,Fabulous,8.8
6338,Noisy smelly location,3.3
6339,Superb,9.2
6340,Very good,8
6341,Good,7.5
6342,Exceptional,10
6343,Exceptional,10
6344,Exceptional,9.6
6345,Exceptional,9.6
6346,Very good,8
6347,Fabulous,8.8
6348,Very good,8
6349,Superb,9
6350,Exceptional,10
6351,Very good,8
6352,Lovely,9.6
6353,We will be back!,9.6
6354,Superb,9.2
6355,Superb,9.2
6356,Good,7.5
6357,Good,7.9
6358,Very good,8
6359,Passable,5.4
6360,Exceptional,9.6
6361,Peace and quiet,10
6362,"Lovely stay in a nature binding hotel with friendly staff, will go again with my kids !",9.6
6363,Exceptional,10
6364,Excellent service,
6365,Very good,8.3
6366,Passable,5
6367,museum tour,10
6368,Very good,8.3
6369,Good,7
6370,A nice stay in this cozy hotel in Gent. Very friendly staff. Public transport across the street.,7
6371,Exceptional,9.6
6372,Very good,8
6373,Pleasant,6.7
6374,Very good,8.3
6375,Exceptional,9.6
6376,Superb,9
6377,Exceptional,9.6
6378,Exceptional,10
6379,Pleasant,6.3
6380,Passable,5.4
6381,Fabulous,8.8
6382,Passable,5.4
6383,Good,7.9
6384,Fabulous,8.8
6385,Very good,8
6386,Superb,9.2
6387,Exceptional,10
6388,Exceptional,10
6389,Good,7.9
6390,Very Good,9.6
6391,Exceptional,10
6392,Hotel monster Ernest.,8.3
6393,Passable,5.4
6394,Old and noisy but perfect location.,6.3
6395,Very good,8.3
6396,Good,7
6397,Superb,9.2
6398,Good,7.9
6399,Good,7
6400,Very good,8
6401,Pleasant,6.7
6402,Even better than expected,9.2
6403,Exceptional,10
6404,Exceptional,10
6405,"Perfectly located, great service and comfortable room.",9.2
6406,Pleasant,6.7
6407,Passable,5
6408,Ok stay,8.8
6409,Good,7
6410,Superb,9.2
6411,Nice place and structure. Good breakfast.,7.5
6412,Pleasant,6
6413,Pleasant,6.7
6414,Superb,9
6415,Exceptional,10
6416,Exceptional,10
6417,Superb,9
6418,Good,7.5
6419,Pleasant,6.7
6420,Enjoyable,10
6421,Exceptional,9.6
6422,Decent hostel,7
6423,OK place for 1-2 nights,9.2
6424,Superb,9.2
6425,Good,7.5
6426,Good,7.5
6427,Last minute but better than I could have planned,9
6428,Exceptional,9.6
6429,Excellent location for a stay in Ieper (Ypres) with nice rooms and breakfast included,10
6430,Exceptional,10
6431,Exceptional,10
6432,Exceptional,10
6433,Exceptional,10
6434,Good,7.5
6435,Pleasant,6.7
6436,Superb,9.2
6437,Great location and delicious breakfasts,7.5
6438,Good,7.5
6439,"Clean, friendly staff, good location - to be recommended.",9
6440,Great stay,9.2
6441,Good,7.9
6442,Superb,9
6443,Exceptional,10
6444,Exceptional,10
6445,Nice hotel with amazing staff the location was perfect 👌,10
6446,"Small, but surprisingly nice and quiet room with comfy and smart equipment.",9.2
6447,Good,7
6448,Very good,8.3
6449,Excellent,9.2
6450,Very good,8.3
6451,Superb,9
6452,Exceptional,10
6453,Lovely,10
6454,"Truly a get-away as the farm house is located very rurally, a plus for city folks who want to escape",10
6455,Exceptional,10
6456,Very good,8.3
6457,Pleasant,6.7
6458,Awesome,10
6459,Pleasant,6
6460,Good,7.1
6461,Very good,8.3
6462,Fabulous,8.8
6463,Very good,8
6464,Fabulous,8.8
6465,Comfortable and very good breakfast choice for inclusive price,10
6466,Superb,9.2
6467,Exceptional,10
6468,Superb,9.2
6469,Okay,5.8
6470,everything was great,10
6471,Okay,5.8
6472,Exceptional,9.6
6473,"Godd attention, great location",8.8
6474,Equivalent for the price you pay.,7.9
6475,Very good,8
6476,"Very nice, quiet room, friendly and clean!",9.2
6477,Exceptional,10
6478,Superb,9.2
6479,Great place to chill in a great city,10
6480,Very good,8
6481,Mo / Jo Brussels Trip,10
6482,Good,7.5
6483,Actually good place for one night,7.1
